#      time  integrated_mags
#     [Myr]    [mag]  [mag]  [mag]  [mag]  [mag]  [mag]  [mag]  [mag]  [mag]  [mag]  [mag]  [mag]  [mag]  [mag]  [mag]  [mag]  [mag]  [mag]
   809.0000    -4.27  -3.02  -3.54  -3.74  -3.96  -4.27  -1.90  -2.89  -3.93  -3.94  -3.85  -3.75  -3.74  -8.19  -6.76  -8.26  -1.80  -5.55
   178.0000    -5.16  -5.64  -5.50  -5.19  -5.15  -5.16  -4.29  -4.72  -5.26  -5.01  -4.77  -4.58  -4.53  -9.34  -7.68  -9.55  -8.21  -8.64
   959.0000    -4.10  -2.63  -3.28  -3.44  -3.72  -4.10  -1.56  -2.60  -3.66  -3.73  -3.67  -3.59  -3.57  -7.97  -6.58  -8.01  -0.58  -5.05
   297.0000    -4.93  -4.88  -4.88  -4.85  -4.86  -4.93  -3.56  -4.21  -4.94  -4.74  -4.53  -4.37  -4.33  -9.05  -7.44  -9.23  -7.09  -7.80
    49.0000    -5.85  -7.27  -6.87  -6.06  -5.96  -5.84  -5.84  -5.92  -6.10  -5.77  -5.46  -5.22  -5.13 -10.13  -8.38 -10.41 -10.25 -10.37
   810.0000    -4.27  -3.02  -3.54  -3.74  -3.96  -4.27  -1.90  -2.89  -3.93  -3.94  -3.85  -3.75  -3.74  -8.19  -6.76  -8.26  -1.80  -5.55
   488.0000    -4.57  -3.97  -4.18  -4.32  -4.40  -4.57  -2.73  -3.54  -4.44  -4.32  -4.15  -4.03  -4.01  -8.61  -7.07  -8.74  -5.28  -6.76
    30.0000    -6.15  -7.90  -7.41  -6.44  -6.30  -6.14  -6.44  -6.41  -6.47  -6.10  -5.77  -5.51  -5.41 -10.48  -8.69 -10.78 -11.01 -11.04
   618.0000    -4.50  -3.60  -3.93  -4.14  -4.27  -4.50  -2.40  -3.31  -4.29  -4.21  -4.08  -3.97  -3.96  -8.48  -6.99  -8.59  -3.82  -6.28
   852.0000    -4.20  -2.88  -3.44  -3.63  -3.87  -4.20  -1.77  -2.78  -3.83  -3.86  -3.78  -3.69  -3.67  -8.10  -6.69  -8.16  -1.39  -5.37
   179.0000    -5.16  -5.64  -5.50  -5.19  -5.16  -5.16  -4.29  -4.72  -5.26  -5.01  -4.77  -4.58  -4.53  -9.34  -7.68  -9.55  -8.21  -8.64
   229.0000    -5.15  -5.44  -5.34  -5.14  -5.12  -5.15  -4.10  -4.61  -5.22  -4.99  -4.75  -4.58  -4.53  -9.30  -7.67  -9.50  -7.98  -8.43
   715.0000    -4.44  -3.32  -3.77  -3.99  -4.17  -4.44  -2.17  -3.13  -4.16  -4.13  -4.02  -3.92  -3.91  -8.39  -6.93  -8.48  -2.72  -5.92
   905.0000    -4.17  -2.77  -3.38  -3.55  -3.81  -4.17  -1.68  -2.71  -3.76  -3.81  -3.74  -3.66  -3.64  -8.05  -6.65  -8.10  -0.96  -5.22
    70.0000    -5.77  -6.99  -6.65  -5.95  -5.85  -5.76  -5.58  -5.73  -5.99  -5.68  -5.38  -5.15  -5.07 -10.03  -8.30 -10.29  -9.87 -10.06
   584.0000    -4.46  -3.64  -3.94  -4.12  -4.24  -4.46  -2.43  -3.31  -4.26  -4.18  -4.04  -3.93  -3.91  -8.45  -6.95  -8.57  -4.21  -6.36
   648.0000    -4.46  -3.51  -3.87  -4.09  -4.23  -4.47  -2.32  -3.24  -4.24  -4.17  -4.05  -3.94  -3.93  -8.44  -6.96  -8.54  -3.51  -6.18
   798.0000    -4.26  -3.01  -3.53  -3.73  -3.95  -4.26  -1.89  -2.88  -3.92  -3.92  -3.83  -3.74  -3.73  -8.18  -6.74  -8.25  -1.86  -5.55
   951.0000    -4.09  -2.64  -3.28  -3.43  -3.72  -4.09  -1.56  -2.60  -3.65  -3.72  -3.66  -3.58  -3.56  -7.96  -6.57  -8.00  -0.63  -5.06
   243.0000    -5.10  -5.33  -5.24  -5.08  -5.06  -5.10  -3.99  -4.53  -5.15  -4.93  -4.70  -4.53  -4.49  -9.25  -7.61  -9.44  -7.81  -8.30
   291.0000    -5.01  -5.01  -4.99  -4.95  -4.95  -5.01  -3.69  -4.32  -5.04  -4.83  -4.61  -4.45  -4.41  -9.14  -7.52  -9.32  -7.26  -7.93
    67.0000    -5.72  -6.96  -6.61  -5.90  -5.81  -5.72  -5.54  -5.69  -5.94  -5.63  -5.33  -5.10  -5.02  -9.98  -8.25 -10.25  -9.86 -10.04
   588.0000    -4.46  -3.64  -3.94  -4.13  -4.24  -4.46  -2.43  -3.31  -4.27  -4.18  -4.05  -3.94  -3.92  -8.46  -6.96  -8.57  -4.17  -6.35
   704.0000    -4.42  -3.34  -3.77  -3.98  -4.15  -4.42  -2.18  -3.13  -4.15  -4.11  -4.00  -3.90  -3.89  -8.38  -6.91  -8.46  -2.86  -5.95
   525.0000    -4.55  -3.86  -4.11  -4.28  -4.37  -4.56  -2.63  -3.48  -4.41  -4.30  -4.14  -4.02  -4.00  -8.58  -7.05  -8.70  -4.89  -6.62
   647.0000    -4.46  -3.51  -3.87  -4.08  -4.22  -4.46  -2.32  -3.24  -4.23  -4.17  -4.04  -3.94  -3.92  -8.44  -6.96  -8.54  -3.54  -6.18
   302.0000    -4.97  -4.91  -4.91  -4.89  -4.90  -4.97  -3.59  -4.25  -4.98  -4.78  -4.56  -4.41  -4.37  -9.09  -7.48  -9.27  -7.10  -7.82
   769.0000    -4.28  -3.09  -3.58  -3.79  -3.99  -4.28  -1.95  -2.93  -3.97  -3.96  -3.86  -3.76  -3.75  -8.21  -6.77  -8.29  -2.14  -5.65
   389.0000    -4.59  -4.22  -4.33  -4.41  -4.47  -4.59  -2.94  -3.68  -4.52  -4.37  -4.18  -4.04  -4.02  -8.66  -7.10  -8.81  -6.03  -7.06
   552.0000    -4.52  -3.75  -4.03  -4.21  -4.32  -4.52  -2.53  -3.40  -4.35  -4.25  -4.11  -3.99  -3.98  -8.53  -7.02  -8.65  -4.55  -6.49
   252.0000    -5.12  -5.29  -5.22  -5.10  -5.08  -5.12  -3.96  -4.52  -5.18  -4.96  -4.72  -4.56  -4.51  -9.27  -7.64  -9.46  -7.72  -8.25
   782.0000    -4.30  -3.09  -3.59  -3.79  -4.00  -4.30  -1.95  -2.94  -3.98  -3.97  -3.88  -3.78  -3.77  -8.23  -6.79  -8.30  -2.02  -5.64
    86.0000    -5.74  -6.86  -6.55  -5.90  -5.81  -5.74  -5.45  -5.65  -5.95  -5.64  -5.35  -5.13  -5.05  -9.99  -8.27 -10.25  -9.68  -9.91
   862.0000    -4.21  -2.87  -3.44  -3.63  -3.88  -4.22  -1.77  -2.78  -3.83  -3.87  -3.79  -3.70  -3.69  -8.11  -6.70  -8.17  -1.30  -5.35
   244.0000    -5.11  -5.33  -5.24  -5.09  -5.07  -5.11  -3.99  -4.53  -5.16  -4.94  -4.71  -4.54  -4.49  -9.25  -7.62  -9.45  -7.81  -8.30
   478.0000    -4.59  -4.01  -4.21  -4.35  -4.43  -4.59  -2.76  -3.57  -4.47  -4.34  -4.17  -4.05  -4.03  -8.63  -7.09  -8.76  -5.37  -6.81
   489.0000    -4.57  -3.97  -4.18  -4.32  -4.40  -4.57  -2.73  -3.54  -4.45  -4.32  -4.15  -4.03  -4.01  -8.61  -7.07  -8.74  -5.28  -6.76
   672.0000    -4.43  -3.43  -3.82  -4.03  -4.18  -4.43  -2.25  -3.19  -4.19  -4.13  -4.01  -3.91  -3.90  -8.40  -6.92  -8.50  -3.21  -6.07
   461.0000    -4.56  -4.00  -4.19  -4.33  -4.40  -4.56  -2.75  -3.55  -4.45  -4.32  -4.15  -4.02  -4.00  -8.60  -7.06  -8.74  -5.43  -6.80
   263.0000    -5.02  -5.13  -5.08  -4.98  -4.97  -5.02  -3.80  -4.39  -5.06  -4.85  -4.62  -4.46  -4.42  -9.16  -7.54  -9.35  -7.51  -8.08
   961.0000    -4.10  -2.63  -3.28  -3.44  -3.72  -4.10  -1.56  -2.60  -3.66  -3.73  -3.67  -3.59  -3.57  -7.97  -6.58  -8.01  -0.56  -5.05
   814.0000    -4.28  -3.02  -3.54  -3.74  -3.96  -4.28  -1.90  -2.89  -3.93  -3.94  -3.85  -3.76  -3.75  -8.19  -6.76  -8.26  -1.76  -5.54
   260.0000    -5.02  -5.14  -5.09  -4.98  -4.97  -5.02  -3.81  -4.39  -5.06  -4.85  -4.62  -4.46  -4.42  -9.16  -7.54  -9.34  -7.52  -8.09
   866.0000    -4.19  -2.84  -3.42  -3.60  -3.85  -4.19  -1.74  -2.75  -3.80  -3.84  -3.76  -3.67  -3.66  -8.08  -6.67  -8.14  -1.28  -5.33
   266.0000    -5.05  -5.14  -5.10  -5.01  -5.00  -5.05  -3.81  -4.41  -5.09  -4.88  -4.65  -4.49  -4.45  -9.19  -7.57  -9.38  -7.49  -8.09
   983.0000    -4.09  -2.59  -3.26  -3.41  -3.70  -4.09  -1.53  -2.58  -3.63  -3.71  -3.66  -3.58  -3.56  -7.95  -6.57  -7.99  -0.42  -5.00
   400.0000    -4.61  -4.20  -4.33  -4.42  -4.48  -4.61  -2.92  -3.68  -4.53  -4.38  -4.20  -4.06  -4.04  -8.68  -7.11  -8.82  -5.93  -7.03
   946.0000    -4.09  -2.64  -3.28  -3.43  -3.71  -4.09  -1.57  -2.60  -3.65  -3.72  -3.66  -3.58  -3.56  -7.96  -6.57  -8.00  -0.64  -5.06
   242.0000    -5.09  -5.33  -5.24  -5.07  -5.05  -5.09  -3.99  -4.52  -5.15  -4.93  -4.69  -4.53  -4.48  -9.24  -7.61  -9.44  -7.82  -8.30
    82.0000    -5.54  -6.63  -6.32  -5.69  -5.61  -5.54  -5.22  -5.42  -5.74  -5.44  -5.15  -4.93  -4.86  -9.79  -8.07 -10.04  -9.46  -9.69
   170.0000    -5.13  -5.63  -5.48  -5.16  -5.13  -5.13  -4.27  -4.69  -5.23  -4.98  -4.74  -4.55  -4.50  -9.31  -7.65  -9.52  -8.20  -8.62
   813.0000    -4.27  -3.02  -3.54  -3.74  -3.96  -4.27  -1.90  -2.89  -3.93  -3.94  -3.85  -3.76  -3.74  -8.19  -6.76  -8.26  -1.78  -5.55
   746.0000    -4.32  -3.18  -3.64  -3.85  -4.04  -4.32  -2.03  -3.00  -4.03  -4.01  -3.90  -3.80  -3.79  -8.26  -6.81  -8.35  -2.39  -5.76
   528.0000    -4.56  -3.86  -4.11  -4.28  -4.38  -4.56  -2.63  -3.48  -4.41  -4.30  -4.15  -4.03  -4.01  -8.58  -7.06  -8.71  -4.86  -6.61
   434.0000    -4.58  -4.08  -4.25  -4.37  -4.44  -4.58  -2.82  -3.61  -4.49  -4.35  -4.17  -4.04  -4.02  -8.63  -7.08  -8.78  -5.63  -6.89
   102.0000    -5.46  -6.35  -6.10  -5.57  -5.50  -5.45  -4.96  -5.24  -5.62  -5.34  -5.07  -4.86  -4.79  -9.68  -7.98  -9.92  -9.08  -9.38
   430.0000    -4.57  -4.10  -4.25  -4.37  -4.43  -4.57  -2.83  -3.61  -4.48  -4.34  -4.16  -4.03  -4.01  -8.63  -7.08  -8.77  -5.70  -6.91
   669.0000    -4.42  -3.42  -3.81  -4.02  -4.18  -4.42  -2.24  -3.18  -4.18  -4.13  -4.01  -3.90  -3.89  -8.39  -6.92  -8.49  -3.21  -6.06
   250.0000    -5.11  -5.29  -5.22  -5.09  -5.07  -5.11  -3.96  -4.52  -5.16  -4.94  -4.71  -4.54  -4.50  -9.26  -7.63  -9.45  -7.73  -8.26
   592.0000    -4.50  -3.66  -3.97  -4.16  -4.28  -4.50  -2.45  -3.34  -4.30  -4.22  -4.08  -3.97  -3.95  -8.49  -6.99  -8.60  -4.14  -6.37
   593.0000    -4.48  -3.65  -3.95  -4.14  -4.26  -4.48  -2.44  -3.32  -4.28  -4.20  -4.06  -3.95  -3.93  -8.47  -6.97  -8.58  -4.15  -6.36
   787.0000    -4.27  -3.05  -3.56  -3.76  -3.97  -4.27  -1.92  -2.91  -3.94  -3.94  -3.85  -3.76  -3.74  -8.20  -6.76  -8.27  -1.97  -5.60
   747.0000    -4.32  -3.18  -3.64  -3.85  -4.04  -4.32  -2.03  -3.00  -4.03  -4.01  -3.90  -3.80  -3.79  -8.26  -6.81  -8.35  -2.38  -5.76
   706.0000    -4.42  -3.33  -3.77  -3.99  -4.16  -4.43  -2.17  -3.13  -4.15  -4.12  -4.00  -3.90  -3.89  -8.38  -6.91  -8.47  -2.82  -5.94
   994.0000    -4.10  -2.59  -3.27  -3.42  -3.71  -4.10  -1.54  -2.59  -3.64  -3.72  -3.67  -3.59  -3.57  -7.96  -6.58  -8.00  -0.38  -4.99
   854.0000    -4.21  -2.87  -3.44  -3.63  -3.87  -4.21  -1.77  -2.78  -3.83  -3.86  -3.78  -3.69  -3.68  -8.11  -6.69  -8.17  -1.35  -5.37
    88.0000    -5.79  -6.88  -6.58  -5.95  -5.87  -5.79  -5.48  -5.69  -6.00  -5.69  -5.40  -5.18  -5.10 -10.04  -8.32 -10.30  -9.69  -9.93
   785.0000    -4.27  -3.06  -3.56  -3.76  -3.97  -4.27  -1.93  -2.91  -3.94  -3.94  -3.85  -3.75  -3.74  -8.20  -6.76  -8.27  -2.00  -5.61
   313.0000    -4.93  -4.82  -4.84  -4.85  -4.86  -4.93  -3.51  -4.18  -4.94  -4.74  -4.53  -4.38  -4.34  -9.05  -7.44  -9.22  -6.96  -7.72
   139.0000    -5.26  -5.90  -5.71  -5.32  -5.27  -5.26  -4.53  -4.90  -5.38  -5.12  -4.87  -4.67  -4.61  -9.45  -7.78  -9.68  -8.52  -8.90
   416.0000    -4.59  -4.14  -4.28  -4.39  -4.45  -4.59  -2.87  -3.64  -4.51  -4.36  -4.18  -4.04  -4.02  -8.65  -7.09  -8.80  -5.79  -6.96
   108.0000    -5.48  -6.32  -6.08  -5.58  -5.52  -5.47  -4.94  -5.24  -5.64  -5.36  -5.09  -4.88  -4.81  -9.70  -8.00  -9.93  -9.02  -9.34
   794.0000    -4.24  -3.03  -3.53  -3.73  -3.94  -4.24  -1.90  -2.88  -3.91  -3.91  -3.82  -3.73  -3.71  -8.17  -6.73  -8.24  -1.96  -5.58
   198.0000    -5.18  -5.61  -5.47  -5.20  -5.17  -5.18  -4.25  -4.71  -5.27  -5.03  -4.78  -4.60  -4.55  -9.35  -7.70  -9.56  -8.17  -8.60
   327.0000    -4.96  -4.78  -4.82  -4.86  -4.88  -4.96  -3.47  -4.18  -4.96  -4.76  -4.55  -4.40  -4.37  -9.07  -7.47  -9.24  -6.83  -7.66
   871.0000    -4.20  -2.83  -3.42  -3.60  -3.85  -4.20  -1.74  -2.76  -3.81  -3.84  -3.77  -3.68  -3.67  -8.09  -6.68  -8.14  -1.21  -5.31
   682.0000    -4.42  -3.39  -3.79  -4.01  -4.16  -4.42  -2.22  -3.16  -4.17  -4.12  -4.00  -3.90  -3.88  -8.38  -6.91  -8.48  -3.07  -6.02
   328.0000    -4.92  -4.73  -4.78  -4.82  -4.84  -4.92  -3.43  -4.13  -4.91  -4.72  -4.51  -4.36  -4.33  -9.03  -7.43  -9.20  -6.77  -7.61
   792.0000    -4.22  -3.00  -3.51  -3.70  -3.91  -4.22  -1.87  -2.85  -3.89  -3.89  -3.80  -3.70  -3.69  -8.14  -6.70  -8.21  -1.94  -5.55
   595.0000    -4.48  -3.65  -3.96  -4.14  -4.26  -4.48  -2.44  -3.32  -4.28  -4.20  -4.06  -3.95  -3.94  -8.48  -6.98  -8.59  -4.15  -6.36
   692.0000    -4.43  -3.37  -3.79  -4.01  -4.18  -4.44  -2.21  -3.16  -4.17  -4.13  -4.02  -3.91  -3.90  -8.39  -6.93  -8.49  -2.97  -6.00
   368.0000    -4.68  -4.36  -4.45  -4.52  -4.57  -4.68  -3.07  -3.80  -4.63  -4.47  -4.27  -4.13  -4.10  -8.76  -7.19  -8.92  -6.23  -7.21
   580.0000    -4.47  -3.66  -3.95  -4.13  -4.25  -4.47  -2.44  -3.32  -4.27  -4.19  -4.05  -3.94  -3.92  -8.46  -6.96  -8.58  -4.25  -6.38
   508.0000    -4.55  -3.92  -4.14  -4.30  -4.38  -4.56  -2.68  -3.51  -4.42  -4.30  -4.14  -4.02  -4.00  -8.59  -7.05  -8.72  -5.11  -6.70
   395.0000    -4.61  -4.21  -4.34  -4.43  -4.49  -4.61  -2.94  -3.69  -4.54  -4.39  -4.20  -4.07  -4.04  -8.68  -7.12  -8.83  -5.96  -7.05
   756.0000    -4.34  -3.19  -3.65  -3.87  -4.06  -4.34  -2.04  -3.01  -4.04  -4.02  -3.92  -3.82  -3.81  -8.28  -6.83  -8.36  -2.38  -5.77
   806.0000    -4.27  -3.02  -3.54  -3.74  -3.96  -4.27  -1.90  -2.89  -3.93  -3.94  -3.85  -3.76  -3.74  -8.19  -6.76  -8.26  -1.80  -5.55
   971.0000    -4.08  -2.60  -3.26  -3.41  -3.70  -4.08  -1.54  -2.58  -3.63  -3.71  -3.65  -3.57  -3.55  -7.94  -6.56  -7.98  -0.50  -5.01
   477.0000    -4.56  -3.98  -4.18  -4.32  -4.40  -4.56  -2.73  -3.55  -4.44  -4.32  -4.15  -4.03  -4.01  -8.60  -7.06  -8.74  -5.33  -6.77
   439.0000    -4.59  -4.08  -4.25  -4.37  -4.44  -4.59  -2.82  -3.61  -4.49  -4.35  -4.17  -4.04  -4.02  -8.64  -7.09  -8.78  -5.61  -6.89
   650.0000    -4.47  -3.50  -3.87  -4.09  -4.23  -4.47  -2.32  -3.24  -4.24  -4.18  -4.05  -3.94  -3.93  -8.45  -6.96  -8.55  -3.48  -6.17
   766.0000    -4.31  -3.11  -3.60  -3.81  -4.01  -4.31  -1.97  -2.96  -3.99  -3.98  -3.89  -3.79  -3.78  -8.24  -6.79  -8.31  -2.18  -5.67
   927.0000    -4.13  -2.70  -3.33  -3.49  -3.77  -4.13  -1.63  -2.66  -3.71  -3.77  -3.71  -3.62  -3.61  -8.01  -6.61  -8.06  -0.79  -5.14
    27.0000    -6.03  -7.80  -7.30  -6.32  -6.19  -6.03  -6.34  -6.30  -6.35  -5.99  -5.66  -5.40  -5.30 -10.37  -8.57 -10.67 -10.94 -10.95
   414.0000    -4.60  -4.16  -4.31  -4.41  -4.47  -4.60  -2.89  -3.66  -4.52  -4.38  -4.19  -4.06  -4.03  -8.67  -7.11  -8.81  -5.84  -6.99
    73.0000    -5.66  -6.85  -6.51  -5.83  -5.74  -5.66  -5.44  -5.60  -5.88  -5.57  -5.27  -5.05  -4.97  -9.92  -8.19 -10.18  -9.72  -9.92
   758.0000    -4.31  -3.14  -3.62  -3.82  -4.02  -4.31  -2.00  -2.97  -4.00  -3.99  -3.89  -3.79  -3.78  -8.25  -6.80  -8.32  -2.27  -5.71
   321.0000    -4.92  -4.77  -4.81  -4.83  -4.85  -4.92  -3.47  -4.16  -4.92  -4.73  -4.52  -4.37  -4.33  -9.04  -7.43  -9.21  -6.86  -7.66
   502.0000    -4.57  -3.94  -4.16  -4.31  -4.40  -4.57  -2.69  -3.52  -4.44  -4.32  -4.16  -4.03  -4.02  -8.60  -7.07  -8.73  -5.12  -6.71
   827.0000    -4.29  -3.01  -3.55  -3.75  -3.98  -4.29  -1.89  -2.90  -3.94  -3.96  -3.87  -3.78  -3.76  -8.21  -6.78  -8.27  -1.65  -5.52
   761.0000    -4.28  -3.10  -3.58  -3.79  -3.99  -4.28  -1.96  -2.93  -3.97  -3.96  -3.86  -3.76  -3.75  -8.21  -6.77  -8.29  -2.21  -5.67
   980.0000    -4.09  -2.59  -3.26  -3.41  -3.70  -4.09  -1.53  -2.58  -3.63  -3.71  -3.66  -3.58  -3.56  -7.95  -6.57  -7.98  -0.43  -5.00
   427.0000    -4.56  -4.10  -4.25  -4.36  -4.43  -4.56  -2.83  -3.61  -4.48  -4.33  -4.15  -4.02  -4.00  -8.62  -7.07  -8.77  -5.72  -6.92
   608.0000    -4.50  -3.64  -3.96  -4.15  -4.28  -4.50  -2.43  -3.33  -4.30  -4.22  -4.08  -3.97  -3.96  -8.49  -6.99  -8.60  -4.03  -6.34
   498.0000    -4.56  -3.94  -4.15  -4.31  -4.39  -4.56  -2.69  -3.52  -4.43  -4.31  -4.15  -4.02  -4.01  -8.59  -7.06  -8.73  -5.17  -6.72
   668.0000    -4.42  -3.42  -3.81  -4.02  -4.17  -4.42  -2.24  -3.18  -4.18  -4.13  -4.00  -3.90  -3.89  -8.39  -6.92  -8.49  -3.21  -6.07
     5.0000    -6.78  -9.26  -8.60  -7.22  -7.03  -6.77  -7.76  -7.49  -7.23  -6.80  -6.42  -6.10  -5.97 -11.22  -9.33 -11.58 -12.68 -12.54
   719.0000    -4.42  -3.30  -3.75  -3.97  -4.15  -4.42  -2.15  -3.11  -4.14  -4.11  -3.99  -3.90  -3.88  -8.37  -6.91  -8.45  -2.70  -5.91
   397.0000    -4.61  -4.21  -4.34  -4.43  -4.49  -4.61  -2.94  -3.69  -4.54  -4.39  -4.21  -4.07  -4.04  -8.68  -7.12  -8.83  -5.96  -7.05
   678.0000    -4.41  -3.40  -3.79  -4.00  -4.16  -4.41  -2.22  -3.16  -4.16  -4.11  -3.99  -3.89  -3.87  -8.38  -6.90  -8.47  -3.13  -6.04
   487.0000    -4.57  -3.97  -4.18  -4.32  -4.40  -4.57  -2.73  -3.54  -4.44  -4.32  -4.15  -4.03  -4.01  -8.61  -7.07  -8.74  -5.28  -6.76
    20.0000    -6.04  -7.88  -7.37  -6.34  -6.21  -6.04  -6.42  -6.35  -6.37  -6.00  -5.67  -5.40  -5.30 -10.38  -8.59 -10.69 -11.05 -11.05
   338.0000    -4.79  -4.57  -4.63  -4.67  -4.70  -4.79  -3.27  -3.97  -4.77  -4.59  -4.38  -4.24  -4.21  -8.89  -7.30  -9.05  -6.58  -7.44
   493.0000    -4.55  -3.94  -4.15  -4.30  -4.38  -4.55  -2.70  -3.52  -4.42  -4.30  -4.14  -4.01  -3.99  -8.58  -7.05  -8.72  -5.23  -6.73
   165.0000    -5.10  -5.62  -5.46  -5.13  -5.10  -5.10  -4.26  -4.67  -5.20  -4.96  -4.71  -4.52  -4.47  -9.28  -7.62  -9.49  -8.20  -8.61
   293.0000    -4.93  -4.90  -4.89  -4.86  -4.87  -4.94  -3.58  -4.22  -4.95  -4.75  -4.53  -4.38  -4.34  -9.06  -7.45  -9.23  -7.12  -7.82
   590.0000    -4.46  -3.64  -3.94  -4.13  -4.24  -4.46  -2.43  -3.31  -4.26  -4.18  -4.05  -3.93  -3.92  -8.46  -6.96  -8.57  -4.17  -6.35
   308.0000    -4.89  -4.79  -4.81  -4.80  -4.81  -4.89  -3.48  -4.14  -4.89  -4.70  -4.48  -4.33  -4.30  -9.00  -7.40  -9.18  -6.95  -7.69
    33.0000    -6.07  -7.73  -7.27  -6.34  -6.21  -6.07  -6.28  -6.28  -6.37  -6.01  -5.69  -5.43  -5.34 -10.39  -8.61 -10.68 -10.80 -10.86
   944.0000    -4.12  -2.67  -3.31  -3.47  -3.75  -4.12  -1.60  -2.63  -3.69  -3.75  -3.69  -3.61  -3.59  -7.99  -6.60  -8.04  -0.67  -5.10
   129.0000    -5.25  -5.94  -5.74  -5.31  -5.27  -5.25  -4.57  -4.91  -5.38  -5.12  -4.86  -4.66  -4.60  -9.45  -7.77  -9.67  -8.59  -8.95
   793.0000    -4.22  -3.00  -3.51  -3.70  -3.91  -4.22  -1.87  -2.85  -3.89  -3.89  -3.80  -3.70  -3.69  -8.14  -6.70  -8.21  -1.94  -5.55
   673.0000    -4.43  -3.43  -3.82  -4.03  -4.19  -4.44  -2.25  -3.19  -4.19  -4.14  -4.02  -3.91  -3.90  -8.40  -6.93  -8.50  -3.20  -6.07
   147.0000    -5.17  -5.74  -5.57  -5.21  -5.17  -5.17  -4.38  -4.77  -5.28  -5.03  -4.77  -4.58  -4.53  -9.35  -7.69  -9.57  -8.34  -8.74
   319.0000    -4.92  -4.77  -4.81  -4.83  -4.84  -4.92  -3.47  -4.15  -4.92  -4.73  -4.51  -4.36  -4.33  -9.03  -7.43  -9.20  -6.88  -7.67
   545.0000    -4.55  -3.81  -4.08  -4.25  -4.35  -4.55  -2.59  -3.45  -4.38  -4.28  -4.13  -4.02  -4.00  -8.56  -7.05  -8.68  -4.70  -6.56
   783.0000    -4.30  -3.10  -3.59  -3.80  -4.00  -4.30  -1.96  -2.95  -3.98  -3.97  -3.88  -3.78  -3.77  -8.23  -6.79  -8.31  -2.08  -5.66
   826.0000    -4.29  -3.00  -3.55  -3.75  -3.97  -4.29  -1.89  -2.89  -3.94  -3.95  -3.87  -3.78  -3.76  -8.20  -6.78  -8.27  -1.64  -5.51
   289.0000    -5.00  -5.00  -4.98  -4.94  -4.94  -5.01  -3.68  -4.31  -5.03  -4.82  -4.60  -4.44  -4.41  -9.13  -7.52  -9.31  -7.25  -7.92
   208.0000    -5.22  -5.62  -5.49  -5.24  -5.20  -5.22  -4.27  -4.74  -5.31  -5.07  -4.82  -4.64  -4.59  -9.39  -7.74  -9.59  -8.19  -8.62
   819.0000    -4.29  -3.00  -3.54  -3.74  -3.97  -4.29  -1.89  -2.89  -3.94  -3.95  -3.86  -3.77  -3.76  -8.20  -6.77  -8.27  -1.67  -5.52
   506.0000    -4.58  -3.93  -4.16  -4.32  -4.41  -4.58  -2.69  -3.53  -4.45  -4.33  -4.17  -4.04  -4.03  -8.61  -7.08  -8.74  -5.09  -6.70
   152.0000    -5.22  -5.78  -5.61  -5.26  -5.22  -5.22  -4.42  -4.82  -5.33  -5.07  -4.82  -4.63  -4.58  -9.40  -7.74  -9.62  -8.38  -8.78
   346.0000    -4.73  -4.47  -4.54  -4.59  -4.63  -4.73  -3.18  -3.89  -4.69  -4.52  -4.32  -4.18  -4.15  -8.82  -7.23  -8.98  -6.45  -7.34
   396.0000    -4.61  -4.21  -4.34  -4.43  -4.49  -4.61  -2.94  -3.69  -4.54  -4.39  -4.20  -4.07  -4.04  -8.68  -7.12  -8.83  -5.96  -7.05
   721.0000    -4.42  -3.32  -3.76  -3.98  -4.15  -4.42  -2.16  -3.13  -4.15  -4.11  -4.00  -3.90  -3.89  -8.37  -6.91  -8.46  -2.74  -5.93
   612.0000    -4.49  -3.62  -3.95  -4.15  -4.27  -4.50  -2.42  -3.32  -4.29  -4.21  -4.08  -3.97  -3.95  -8.49  -6.99  -8.59  -3.98  -6.32
   655.0000    -4.48  -3.50  -3.88  -4.10  -4.24  -4.48  -2.32  -3.25  -4.25  -4.18  -4.06  -3.95  -3.94  -8.45  -6.97  -8.55  -3.42  -6.16
   311.0000    -4.93  -4.82  -4.84  -4.85  -4.86  -4.93  -3.51  -4.18  -4.94  -4.74  -4.53  -4.37  -4.34  -9.05  -7.44  -9.22  -6.96  -7.72
    16.0000    -6.33  -8.36  -7.80  -6.68  -6.52  -6.33  -6.88  -6.75  -6.70  -6.31  -5.96  -5.68  -5.57 -10.70  -8.88 -11.03 -11.59 -11.54
   361.0000    -4.70  -4.40  -4.49  -4.56  -4.60  -4.70  -3.11  -3.84  -4.66  -4.49  -4.30  -4.15  -4.13  -8.79  -7.21  -8.95  -6.31  -7.26
   339.0000    -4.79  -4.58  -4.63  -4.67  -4.70  -4.79  -3.28  -3.98  -4.77  -4.59  -4.38  -4.24  -4.21  -8.89  -7.30  -9.05  -6.60  -7.46
   168.0000    -5.11  -5.60  -5.45  -5.13  -5.10  -5.11  -4.24  -4.66  -5.20  -4.96  -4.71  -4.53  -4.47  -9.28  -7.63  -9.49  -8.17  -8.59
   948.0000    -4.09  -2.64  -3.28  -3.43  -3.72  -4.09  -1.56  -2.60  -3.65  -3.72  -3.66  -3.58  -3.56  -7.96  -6.57  -8.00  -0.63  -5.06
