#      time  integrated_mags
#     [Myr]    [mag]  [mag]  [mag]  [mag]  [mag]  [mag]  [mag]  [mag]  [mag]  [mag]  [mag]  [mag]  [mag]  [mag]  [mag]  [mag]  [mag]  [mag]
   282.0000    -5.01  -5.06  -5.03  -4.96  -4.95  -5.01  -3.73  -4.34  -5.04  -4.83  -4.61  -4.45  -4.41  -9.14  -7.52  -9.32  -7.36  -7.99
   886.0000    -4.18  -2.81  -3.40  -3.58  -3.83  -4.18  -1.72  -2.74  -3.79  -3.83  -3.76  -3.67  -3.65  -8.07  -6.66  -8.13  -1.14  -5.29
   103.0000    -5.46  -6.35  -6.10  -5.57  -5.50  -5.46  -4.96  -5.24  -5.63  -5.34  -5.07  -4.86  -4.79  -9.68  -7.99  -9.92  -9.08  -9.38
   261.0000    -5.02  -5.14  -5.09  -4.98  -4.97  -5.02  -3.81  -4.39  -5.06  -4.85  -4.62  -4.46  -4.42  -9.16  -7.54  -9.35  -7.52  -8.09
   199.0000    -5.18  -5.61  -5.47  -5.20  -5.17  -5.18  -4.26  -4.71  -5.27  -5.03  -4.78  -4.60  -4.55  -9.35  -7.70  -9.56  -8.17  -8.60
    87.0000    -5.76  -6.87  -6.56  -5.92  -5.84  -5.76  -5.47  -5.67  -5.97  -5.67  -5.38  -5.15  -5.07 -10.02  -8.29 -10.27  -9.68  -9.92
   865.0000    -4.22  -2.89  -3.45  -3.65  -3.88  -4.22  -1.79  -2.80  -3.84  -3.87  -3.79  -3.70  -3.69  -8.12  -6.70  -8.18  -1.42  -5.39
     3.0000    -7.05  -9.73  -9.02  -7.56  -7.35  -7.05  -8.21  -7.89  -7.56  -7.10  -6.70  -6.37  -6.22 -11.53  -9.61 -11.92 -13.34 -13.08
    29.0000    -6.10  -7.86  -7.37  -6.39  -6.25  -6.10  -6.40  -6.36  -6.42  -6.05  -5.72  -5.46  -5.36 -10.43  -8.64 -10.73 -10.98 -11.00
   982.0000    -4.09  -2.59  -3.26  -3.41  -3.70  -4.09  -1.53  -2.58  -3.63  -3.71  -3.66  -3.58  -3.56  -7.95  -6.57  -7.99  -0.42  -5.00
   491.0000    -4.55  -3.94  -4.15  -4.30  -4.38  -4.55  -2.70  -3.52  -4.42  -4.30  -4.13  -4.01  -3.99  -8.58  -7.05  -8.71  -5.23  -6.73
   554.0000    -4.53  -3.77  -4.04  -4.22  -4.33  -4.53  -2.55  -3.41  -4.35  -4.26  -4.11  -4.00  -3.98  -8.54  -7.02  -8.65  -4.62  -6.51
   887.0000    -4.18  -2.81  -3.40  -3.58  -3.83  -4.18  -1.72  -2.74  -3.79  -3.83  -3.76  -3.67  -3.65  -8.07  -6.66  -8.13  -1.14  -5.29
   936.0000    -4.11  -2.67  -3.30  -3.46  -3.74  -4.11  -1.59  -2.63  -3.68  -3.74  -3.68  -3.60  -3.58  -7.98  -6.59  -8.03  -0.72  -5.11
   896.0000    -4.14  -2.75  -3.35  -3.52  -3.78  -4.14  -1.66  -2.68  -3.73  -3.78  -3.72  -3.63  -3.61  -8.03  -6.62  -8.07  -0.99  -5.20
   735.0000    -4.31  -3.19  -3.64  -3.85  -4.03  -4.31  -2.04  -3.00  -4.02  -3.99  -3.89  -3.79  -3.78  -8.25  -6.80  -8.34  -2.50  -5.78
   891.0000    -4.14  -2.76  -3.35  -3.53  -3.79  -4.14  -1.67  -2.69  -3.74  -3.78  -3.71  -3.63  -3.61  -8.03  -6.62  -8.08  -1.04  -5.22
   539.0000    -4.54  -3.82  -4.07  -4.25  -4.35  -4.54  -2.59  -3.44  -4.38  -4.27  -4.12  -4.01  -3.99  -8.55  -7.04  -8.68  -4.76  -6.57
   621.0000    -4.51  -3.61  -3.95  -4.16  -4.28  -4.51  -2.41  -3.32  -4.30  -4.23  -4.09  -3.98  -3.97  -8.50  -7.00  -8.61  -3.81  -6.29
   914.0000    -4.15  -2.74  -3.35  -3.52  -3.78  -4.15  -1.65  -2.68  -3.73  -3.78  -3.72  -3.63  -3.62  -8.03  -6.63  -8.07  -0.90  -5.18
   859.0000    -4.21  -2.87  -3.44  -3.63  -3.87  -4.21  -1.77  -2.78  -3.83  -3.86  -3.79  -3.70  -3.68  -8.11  -6.70  -8.17  -1.30  -5.35
   218.0000    -5.21  -5.58  -5.46  -5.22  -5.19  -5.21  -4.23  -4.72  -5.29  -5.05  -4.81  -4.64  -4.59  -9.38  -7.73  -9.58  -8.15  -8.58
   844.0000    -4.25  -2.94  -3.49  -3.69  -3.92  -4.25  -1.83  -2.84  -3.88  -3.91  -3.83  -3.74  -3.72  -8.16  -6.73  -8.22  -1.51  -5.44
   633.0000    -4.50  -3.56  -3.91  -4.13  -4.27  -4.50  -2.37  -3.29  -4.28  -4.21  -4.08  -3.98  -3.96  -8.48  -6.99  -8.58  -3.66  -6.23
   316.0000    -4.95  -4.82  -4.85  -4.86  -4.88  -4.95  -3.51  -4.19  -4.95  -4.76  -4.54  -4.39  -4.36  -9.06  -7.46  -9.24  -6.93  -7.72
   772.0000    -4.25  -3.05  -3.55  -3.75  -3.95  -4.25  -1.92  -2.90  -3.93  -3.92  -3.83  -3.73  -3.72  -8.18  -6.74  -8.25  -2.09  -5.62
   187.0000    -5.18  -5.64  -5.50  -5.20  -5.17  -5.18  -4.28  -4.73  -5.27  -5.03  -4.78  -4.60  -4.55  -9.35  -7.70  -9.56  -8.20  -8.63
   323.0000    -4.94  -4.77  -4.81  -4.85  -4.86  -4.94  -3.47  -4.16  -4.94  -4.75  -4.53  -4.38  -4.35  -9.05  -7.45  -9.22  -6.84  -7.66
    92.0000    -5.79  -6.85  -6.56  -5.95  -5.86  -5.79  -5.45  -5.68  -6.00  -5.69  -5.40  -5.19  -5.11 -10.04  -8.32 -10.29  -9.62  -9.89
   945.0000    -4.09  -2.64  -3.28  -3.44  -3.71  -4.09  -1.57  -2.60  -3.65  -3.72  -3.66  -3.58  -3.56  -7.96  -6.57  -8.00  -0.64  -5.07
   740.0000    -4.31  -3.18  -3.64  -3.85  -4.03  -4.31  -2.03  -3.00  -4.02  -4.00  -3.89  -3.79  -3.78  -8.26  -6.80  -8.34  -2.48  -5.78
   636.0000    -4.47  -3.53  -3.89  -4.10  -4.24  -4.48  -2.34  -3.26  -4.25  -4.18  -4.06  -3.95  -3.94  -8.45  -6.97  -8.56  -3.61  -6.20
   577.0000    -4.46  -3.66  -3.95  -4.13  -4.25  -4.47  -2.44  -3.32  -4.27  -4.19  -4.05  -3.94  -3.92  -8.46  -6.96  -8.57  -4.28  -6.38
   161.0000    -5.10  -5.61  -5.45  -5.12  -5.09  -5.09  -4.25  -4.66  -5.19  -4.95  -4.70  -4.51  -4.46  -9.27  -7.61  -9.48  -8.20  -8.61
   734.0000    -4.31  -3.19  -3.64  -3.85  -4.03  -4.31  -2.04  -3.00  -4.02  -3.99  -3.89  -3.79  -3.77  -8.25  -6.80  -8.34  -2.52  -5.79
   752.0000    -4.33  -3.17  -3.64  -3.85  -4.05  -4.33  -2.03  -3.00  -4.03  -4.01  -3.91  -3.81  -3.80  -8.27  -6.82  -8.35  -2.33  -5.75
   276.0000    -5.03  -5.08  -5.05  -4.98  -4.98  -5.03  -3.76  -4.37  -5.07  -4.86  -4.63  -4.47  -4.43  -9.17  -7.55  -9.35  -7.39  -8.02
   878.0000    -4.20  -2.83  -3.42  -3.60  -3.86  -4.20  -1.74  -2.76  -3.81  -3.85  -3.78  -3.69  -3.67  -8.09  -6.69  -8.15  -1.17  -5.30
   156.0000    -5.19  -5.74  -5.58  -5.23  -5.19  -5.19  -4.38  -4.79  -5.30  -5.05  -4.80  -4.61  -4.56  -9.38  -7.71  -9.59  -8.34  -8.74
   947.0000    -4.09  -2.64  -3.28  -3.43  -3.71  -4.09  -1.57  -2.60  -3.65  -3.72  -3.66  -3.58  -3.56  -7.96  -6.57  -8.00  -0.64  -5.06
   268.0000    -4.96  -5.05  -5.01  -4.91  -4.91  -4.96  -3.73  -4.31  -4.99  -4.78  -4.56  -4.40  -4.36  -9.10  -7.48  -9.28  -7.41  -8.00
    91.0000    -5.84  -6.91  -6.62  -6.00  -5.92  -5.84  -5.51  -5.73  -6.05  -5.74  -5.45  -5.23  -5.16 -10.09  -8.37 -10.35  -9.69  -9.95
   923.0000    -4.15  -2.73  -3.35  -3.52  -3.79  -4.15  -1.65  -2.68  -3.73  -3.79  -3.73  -3.64  -3.63  -8.03  -6.64  -8.08  -0.83  -5.17
   686.0000    -4.42  -3.38  -3.79  -4.01  -4.17  -4.42  -2.21  -3.16  -4.17  -4.12  -4.00  -3.90  -3.89  -8.39  -6.91  -8.48  -3.05  -6.02
   169.0000    -5.13  -5.63  -5.48  -5.16  -5.12  -5.13  -4.27  -4.69  -5.23  -4.98  -4.73  -4.55  -4.50  -9.31  -7.65  -9.52  -8.20  -8.62
   141.0000    -5.27  -5.90  -5.72  -5.33  -5.28  -5.27  -4.54  -4.91  -5.40  -5.14  -4.88  -4.69  -4.63  -9.47  -7.79  -9.69  -8.52  -8.91
   255.0000    -5.06  -5.21  -5.15  -5.02  -5.01  -5.06  -3.88  -4.44  -5.10  -4.88  -4.65  -4.49  -4.45  -9.20  -7.57  -9.39  -7.63  -8.17
   711.0000    -4.43  -3.33  -3.77  -3.99  -4.16  -4.43  -2.17  -3.13  -4.16  -4.12  -4.01  -3.91  -3.90  -8.38  -6.92  -8.47  -2.76  -5.94
   707.0000    -4.43  -3.33  -3.77  -3.99  -4.16  -4.43  -2.17  -3.13  -4.15  -4.12  -4.01  -3.90  -3.89  -8.38  -6.92  -8.47  -2.81  -5.94
   370.0000    -4.69  -4.35  -4.45  -4.53  -4.58  -4.69  -3.07  -3.81  -4.64  -4.48  -4.28  -4.14  -4.12  -8.77  -7.20  -8.93  -6.20  -7.20
   326.0000    -4.95  -4.77  -4.82  -4.86  -4.88  -4.95  -3.47  -4.17  -4.95  -4.76  -4.55  -4.40  -4.37  -9.06  -7.46  -9.24  -6.82  -7.66
   849.0000    -4.20  -2.88  -3.44  -3.63  -3.87  -4.20  -1.78  -2.78  -3.83  -3.85  -3.77  -3.68  -3.67  -8.10  -6.68  -8.16  -1.44  -5.38
   378.0000    -4.71  -4.35  -4.46  -4.55  -4.59  -4.71  -3.07  -3.82  -4.65  -4.49  -4.30  -4.16  -4.14  -8.79  -7.21  -8.94  -6.16  -7.20
   239.0000    -5.12  -5.36  -5.27  -5.10  -5.08  -5.12  -4.02  -4.56  -5.18  -4.95  -4.72  -4.55  -4.50  -9.27  -7.63  -9.46  -7.87  -8.34
   303.0000    -4.95  -4.88  -4.89  -4.88  -4.89  -4.96  -3.56  -4.22  -4.97  -4.77  -4.55  -4.40  -4.36  -9.07  -7.47  -9.25  -7.06  -7.79
   201.0000    -5.19  -5.61  -5.48  -5.21  -5.17  -5.19  -4.26  -4.72  -5.28  -5.03  -4.79  -4.61  -4.56  -9.36  -7.70  -9.56  -8.18  -8.61
   520.0000    -4.56  -3.89  -4.13  -4.29  -4.38  -4.56  -2.66  -3.50  -4.42  -4.31  -4.15  -4.03  -4.01  -8.59  -7.06  -8.72  -4.97  -6.66
   431.0000    -4.57  -4.08  -4.24  -4.36  -4.43  -4.57  -2.82  -3.60  -4.48  -4.34  -4.16  -4.03  -4.01  -8.63  -7.07  -8.77  -5.66  -6.90
   365.0000    -4.67  -4.36  -4.45  -4.51  -4.56  -4.67  -3.07  -3.80  -4.62  -4.46  -4.26  -4.12  -4.09  -8.75  -7.17  -8.91  -6.26  -7.22
   879.0000    -4.20  -2.83  -3.42  -3.60  -3.86  -4.20  -1.74  -2.76  -3.81  -3.85  -3.78  -3.69  -3.67  -8.09  -6.69  -8.15  -1.17  -5.30
   192.0000    -5.20  -5.65  -5.51  -5.23  -5.19  -5.20  -4.29  -4.75  -5.30  -5.05  -4.81  -4.62  -4.57  -9.38  -7.72  -9.59  -8.20  -8.64
   190.0000    -5.20  -5.65  -5.51  -5.22  -5.19  -5.19  -4.29  -4.74  -5.29  -5.05  -4.80  -4.62  -4.56  -9.37  -7.71  -9.58  -8.20  -8.63
   774.0000    -4.25  -3.05  -3.55  -3.75  -3.96  -4.26  -1.92  -2.90  -3.93  -3.93  -3.83  -3.74  -3.73  -8.18  -6.74  -8.26  -2.04  -5.61
   972.0000    -4.08  -2.60  -3.26  -3.41  -3.70  -4.08  -1.53  -2.58  -3.63  -3.71  -3.65  -3.57  -3.55  -7.94  -6.56  -7.98  -0.48  -5.01
   167.0000    -5.11  -5.62  -5.47  -5.14  -5.11  -5.11  -4.26  -4.68  -5.21  -4.97  -4.72  -4.53  -4.48  -9.29  -7.63  -9.50  -8.20  -8.62
   363.0000    -4.71  -4.40  -4.49  -4.56  -4.60  -4.71  -3.11  -3.84  -4.66  -4.50  -4.30  -4.16  -4.13  -8.79  -7.22  -8.95  -6.30  -7.26
   299.0000    -4.96  -4.91  -4.91  -4.89  -4.89  -4.96  -3.59  -4.24  -4.97  -4.77  -4.55  -4.40  -4.36  -9.08  -7.47  -9.26  -7.11  -7.82
   452.0000    -4.61  -4.08  -4.26  -4.40  -4.47  -4.61  -2.82  -3.63  -4.51  -4.38  -4.20  -4.07  -4.05  -8.66  -7.11  -8.80  -5.56  -6.89
     2.0000    -6.65  -9.24  -8.55  -7.13  -6.92  -6.65  -7.73  -7.42  -7.13  -6.68  -6.29  -5.97  -5.83 -11.11  -9.21 -11.49 -12.86 -12.59
   155.0000    -5.19  -5.74  -5.57  -5.23  -5.19  -5.19  -4.38  -4.78  -5.30  -5.04  -4.79  -4.61  -4.55  -9.37  -7.71  -9.58  -8.34  -8.74
   123.0000    -5.28  -6.00  -5.79  -5.35  -5.30  -5.28  -4.62  -4.96  -5.41  -5.15  -4.88  -4.69  -4.63  -9.48  -7.80  -9.70  -8.67  -9.01
   904.0000    -4.13  -2.74  -3.34  -3.52  -3.78  -4.13  -1.65  -2.67  -3.73  -3.78  -3.71  -3.62  -3.61  -8.02  -6.62  -8.07  -0.96  -5.20
   586.0000    -4.46  -3.64  -3.94  -4.13  -4.24  -4.46  -2.43  -3.31  -4.27  -4.18  -4.05  -3.93  -3.92  -8.46  -6.96  -8.57  -4.17  -6.35
   172.0000    -5.14  -5.63  -5.48  -5.16  -5.13  -5.14  -4.27  -4.70  -5.23  -4.99  -4.74  -4.56  -4.50  -9.31  -7.66  -9.52  -8.20  -8.62
   332.0000    -4.86  -4.65  -4.70  -4.75  -4.77  -4.86  -3.35  -4.06  -4.84  -4.66  -4.45  -4.30  -4.27  -8.96  -7.37  -9.13  -6.67  -7.53
    60.0000    -5.70  -6.99  -6.62  -5.89  -5.79  -5.70  -5.57  -5.69  -5.93  -5.62  -5.32  -5.09  -5.00  -9.97  -8.23 -10.24  -9.91 -10.07
   591.0000    -4.47  -3.63  -3.94  -4.13  -4.25  -4.47  -2.42  -3.31  -4.27  -4.18  -4.05  -3.94  -3.92  -8.46  -6.96  -8.57  -4.14  -6.35
   576.0000    -4.46  -3.66  -3.95  -4.13  -4.24  -4.46  -2.44  -3.32  -4.27  -4.18  -4.04  -3.93  -3.91  -8.46  -6.95  -8.57  -4.32  -6.38
   828.0000    -4.29  -3.00  -3.54  -3.75  -3.97  -4.29  -1.89  -2.89  -3.94  -3.95  -3.87  -3.77  -3.76  -8.20  -6.78  -8.27  -1.63  -5.51
   237.0000    -5.09  -5.36  -5.26  -5.07  -5.05  -5.09  -4.01  -4.53  -5.15  -4.92  -4.69  -4.52  -4.47  -9.24  -7.60  -9.43  -7.88  -8.34
   664.0000    -4.45  -3.44  -3.83  -4.05  -4.21  -4.45  -2.27  -3.20  -4.21  -4.16  -4.03  -3.93  -3.92  -8.42  -6.95  -8.52  -3.26  -6.09
   733.0000    -4.31  -3.19  -3.64  -3.85  -4.03  -4.31  -2.04  -3.00  -4.02  -3.99  -3.89  -3.79  -3.77  -8.25  -6.80  -8.34  -2.52  -5.79
   429.0000    -4.57  -4.10  -4.25  -4.36  -4.43  -4.57  -2.83  -3.61  -4.48  -4.34  -4.16  -4.02  -4.00  -8.63  -7.07  -8.77  -5.72  -6.92
   604.0000    -4.50  -3.64  -3.96  -4.15  -4.27  -4.50  -2.43  -3.33  -4.29  -4.21  -4.08  -3.97  -3.95  -8.49  -6.99  -8.60  -4.05  -6.34
   196.0000    -5.17  -5.60  -5.47  -5.19  -5.15  -5.17  -4.25  -4.70  -5.26  -5.01  -4.77  -4.59  -4.54  -9.34  -7.68  -9.55  -8.16  -8.60
   314.0000    -4.94  -4.82  -4.84  -4.85  -4.86  -4.94  -3.51  -4.19  -4.94  -4.75  -4.53  -4.38  -4.35  -9.05  -7.45  -9.23  -6.95  -7.72
   562.0000    -4.47  -3.70  -3.98  -4.15  -4.26  -4.47  -2.48  -3.35  -4.29  -4.20  -4.06  -3.94  -3.93  -8.48  -6.97  -8.59  -4.49  -6.44
   823.0000    -4.29  -3.00  -3.54  -3.74  -3.97  -4.29  -1.89  -2.89  -3.94  -3.95  -3.87  -3.77  -3.76  -8.20  -6.77  -8.27  -1.66  -5.52
   935.0000    -4.11  -2.68  -3.31  -3.47  -3.74  -4.11  -1.60  -2.63  -3.68  -3.75  -3.69  -3.60  -3.58  -7.99  -6.59  -8.03  -0.73  -5.11
    90.0000    -5.81  -6.89  -6.60  -5.97  -5.89  -5.81  -5.49  -5.71  -6.02  -5.72  -5.43  -5.20  -5.13 -10.07  -8.34 -10.32  -9.69  -9.94
   778.0000    -4.29  -3.08  -3.58  -3.79  -3.99  -4.29  -1.95  -2.93  -3.97  -3.96  -3.87  -3.77  -3.76  -8.22  -6.78  -8.29  -2.05  -5.64
   960.0000    -4.10  -2.63  -3.28  -3.44  -3.72  -4.10  -1.56  -2.60  -3.66  -3.73  -3.67  -3.59  -3.57  -7.97  -6.58  -8.01  -0.57  -5.05
   743.0000    -4.31  -3.18  -3.64  -3.85  -4.03  -4.32  -2.03  -3.00  -4.02  -4.00  -3.89  -3.80  -3.78  -8.26  -6.80  -8.34  -2.46  -5.78
   234.0000    -5.12  -5.40  -5.30  -5.11  -5.08  -5.12  -4.05  -4.57  -5.18  -4.96  -4.72  -4.55  -4.50  -9.27  -7.64  -9.47  -7.92  -8.38
   843.0000    -4.25  -2.94  -3.49  -3.69  -3.92  -4.25  -1.83  -2.84  -3.88  -3.91  -3.83  -3.74  -3.72  -8.16  -6.74  -8.22  -1.51  -5.44
   264.0000    -5.03  -5.14  -5.09  -4.99  -4.98  -5.03  -3.81  -4.39  -5.07  -4.86  -4.63  -4.47  -4.42  -9.17  -7.54  -9.35  -7.51  -8.09
   390.0000    -4.59  -4.22  -4.34  -4.42  -4.47  -4.59  -2.94  -3.68  -4.53  -4.37  -4.19  -4.05  -4.02  -8.67  -7.10  -8.82  -6.02  -7.06
   727.0000    -4.37  -3.24  -3.69  -3.91  -4.09  -4.37  -2.09  -3.05  -4.08  -4.05  -3.95  -3.85  -3.83  -8.31  -6.86  -8.40  -2.56  -5.84
   779.0000    -4.29  -3.08  -3.58  -3.79  -3.99  -4.29  -1.95  -2.93  -3.97  -3.97  -3.87  -3.77  -3.76  -8.22  -6.78  -8.30  -2.03  -5.64
   107.0000    -5.45  -6.31  -6.07  -5.56  -5.49  -5.45  -4.92  -5.22  -5.62  -5.33  -5.06  -4.86  -4.79  -9.67  -7.98  -9.91  -9.02  -9.33
   609.0000    -4.50  -3.63  -3.96  -4.16  -4.28  -4.50  -2.43  -3.33  -4.30  -4.22  -4.08  -3.97  -3.96  -8.49  -7.00  -8.60  -4.01  -6.33
   910.0000    -4.14  -2.74  -3.35  -3.52  -3.78  -4.14  -1.65  -2.68  -3.73  -3.78  -3.72  -3.63  -3.62  -8.03  -6.63  -8.07  -0.91  -5.19
   942.0000    -4.11  -2.67  -3.30  -3.46  -3.74  -4.12  -1.59  -2.63  -3.68  -3.75  -3.69  -3.61  -3.59  -7.99  -6.60  -8.03  -0.67  -5.09
   764.0000    -4.31  -3.12  -3.61  -3.82  -4.02  -4.31  -1.98  -2.96  -4.00  -3.99  -3.89  -3.79  -3.78  -8.24  -6.80  -8.32  -2.19  -5.68
   254.0000    -5.05  -5.21  -5.15  -5.02  -5.01  -5.05  -3.88  -4.44  -5.10  -4.88  -4.65  -4.49  -4.44  -9.19  -7.57  -9.38  -7.63  -8.17
    34.0000    -5.85  -7.44  -6.99  -6.10  -5.98  -5.85  -5.99  -6.01  -6.13  -5.79  -5.47  -5.22  -5.13 -10.16  -8.39 -10.44 -10.51 -10.57
   630.0000    -4.53  -3.59  -3.94  -4.16  -4.30  -4.53  -2.40  -3.32  -4.31  -4.24  -4.11  -4.00  -3.99  -8.51  -7.02  -8.62  -3.70  -6.27
   159.0000    -5.14  -5.68  -5.52  -5.18  -5.14  -5.14  -4.32  -4.72  -5.25  -5.00  -4.75  -4.56  -4.51  -9.32  -7.66  -9.54  -8.27  -8.68
   247.0000    -5.05  -5.25  -5.17  -5.02  -5.01  -5.05  -3.91  -4.46  -5.10  -4.88  -4.65  -4.49  -4.44  -9.20  -7.57  -9.39  -7.71  -8.22
   969.0000    -4.07  -2.60  -3.25  -3.40  -3.69  -4.07  -1.53  -2.57  -3.63  -3.70  -3.64  -3.56  -3.55  -7.94  -6.55  -7.98  -0.50  -5.01
   863.0000    -4.22  -2.88  -3.45  -3.64  -3.88  -4.22  -1.77  -2.79  -3.84  -3.87  -3.79  -3.70  -3.69  -8.12  -6.70  -8.17  -1.31  -5.36
   411.0000    -4.59  -4.17  -4.30  -4.40  -4.46  -4.59  -2.90  -3.66  -4.52  -4.37  -4.18  -4.05  -4.02  -8.66  -7.10  -8.81  -5.88  -7.00
   795.0000    -4.24  -3.02  -3.53  -3.73  -3.94  -4.25  -1.90  -2.88  -3.91  -3.92  -3.82  -3.73  -3.71  -8.17  -6.73  -8.24  -1.94  -5.57
   522.0000    -4.54  -3.85  -4.10  -4.26  -4.36  -4.54  -2.62  -3.47  -4.39  -4.28  -4.13  -4.01  -3.99  -8.57  -7.04  -8.69  -4.90  -6.61
   605.0000    -4.50  -3.64  -3.96  -4.15  -4.28  -4.50  -2.43  -3.33  -4.30  -4.22  -4.08  -3.97  -3.96  -8.49  -6.99  -8.60  -4.03  -6.34
   615.0000    -4.50  -3.62  -3.95  -4.15  -4.28  -4.50  -2.42  -3.32  -4.29  -4.22  -4.08  -3.97  -3.96  -8.49  -6.99  -8.60  -3.92  -6.31
   925.0000    -4.16  -2.74  -3.36  -3.53  -3.80  -4.16  -1.66  -2.69  -3.74  -3.80  -3.73  -3.65  -3.63  -8.04  -6.64  -8.08  -0.85  -5.18
   555.0000    -4.49  -3.72  -4.00  -4.17  -4.28  -4.49  -2.50  -3.37  -4.31  -4.22  -4.07  -3.96  -3.94  -8.50  -6.99  -8.61  -4.53  -6.46
   679.0000    -4.41  -3.39  -3.79  -4.00  -4.16  -4.41  -2.22  -3.16  -4.16  -4.11  -3.99  -3.89  -3.88  -8.38  -6.90  -8.47  -3.12  -6.03
   696.0000    -4.44  -3.37  -3.79  -4.01  -4.18  -4.44  -2.20  -3.16  -4.18  -4.14  -4.02  -3.92  -3.91  -8.40  -6.93  -8.49  -2.89  -5.98
   464.0000    -4.56  -4.00  -4.19  -4.33  -4.40  -4.56  -2.75  -3.56  -4.45  -4.32  -4.15  -4.02  -4.00  -8.61  -7.06  -8.74  -5.42  -6.80
   611.0000    -4.50  -3.63  -3.96  -4.16  -4.28  -4.50  -2.43  -3.33  -4.30  -4.22  -4.09  -3.98  -3.96  -8.49  -7.00  -8.60  -3.99  -6.33
   447.0000    -4.60  -4.08  -4.26  -4.39  -4.46  -4.61  -2.82  -3.62  -4.51  -4.37  -4.19  -4.06  -4.04  -8.66  -7.11  -8.80  -5.58  -6.89
   632.0000    -4.53  -3.59  -3.95  -4.16  -4.30  -4.53  -2.40  -3.32  -4.31  -4.24  -4.11  -4.01  -3.99  -8.52  -7.03  -8.62  -3.68  -6.26
   184.0000    -5.17  -5.63  -5.49  -5.20  -5.16  -5.17  -4.27  -4.72  -5.27  -5.02  -4.77  -4.59  -4.54  -9.35  -7.69  -9.55  -8.18  -8.62
   288.0000    -5.00  -5.00  -4.98  -4.94  -4.94  -5.00  -3.68  -4.31  -5.03  -4.82  -4.60  -4.44  -4.40  -9.13  -7.51  -9.31  -7.25  -7.92
   306.0000    -4.88  -4.79  -4.81  -4.79  -4.80  -4.88  -3.48  -4.14  -4.88  -4.69  -4.47  -4.32  -4.29  -8.99  -7.39  -9.17  -6.97  -7.70
   122.0000    -5.19  -5.87  -5.67  -5.25  -5.20  -5.19  -4.50  -4.85  -5.31  -5.05  -4.79  -4.60  -4.54  -9.38  -7.71  -9.60  -8.53  -8.89
   791.0000    -4.22  -3.00  -3.50  -3.70  -3.91  -4.22  -1.87  -2.85  -3.89  -3.89  -3.79  -3.70  -3.69  -8.14  -6.70  -8.21  -1.94  -5.55
   876.0000    -4.20  -2.83  -3.42  -3.60  -3.85  -4.20  -1.74  -2.76  -3.81  -3.85  -3.77  -3.69  -3.67  -8.09  -6.68  -8.15  -1.18  -5.31
   624.0000    -4.52  -3.60  -3.95  -4.16  -4.29  -4.52  -2.40  -3.32  -4.31  -4.23  -4.10  -3.99  -3.98  -8.51  -7.01  -8.61  -3.76  -6.28
   181.0000    -5.16  -5.62  -5.48  -5.18  -5.15  -5.16  -4.26  -4.70  -5.25  -5.01  -4.76  -4.58  -4.52  -9.33  -7.68  -9.54  -8.18  -8.61
   659.0000    -4.43  -3.43  -3.82  -4.03  -4.18  -4.43  -2.26  -3.19  -4.19  -4.13  -4.01  -3.90  -3.89  -8.40  -6.92  -8.50  -3.30  -6.09
   462.0000    -4.56  -4.00  -4.19  -4.33  -4.40  -4.56  -2.75  -3.55  -4.45  -4.32  -4.15  -4.02  -4.00  -8.60  -7.06  -8.74  -5.43  -6.80
   532.0000    -4.59  -3.88  -4.13  -4.31  -4.40  -4.59  -2.65  -3.50  -4.44  -4.33  -4.17  -4.06  -4.04  -8.61  -7.09  -8.73  -4.86  -6.63
   857.0000    -4.21  -2.87  -3.44  -3.63  -3.87  -4.21  -1.77  -2.78  -3.83  -3.86  -3.78  -3.69  -3.68  -8.11  -6.69  -8.17  -1.35  -5.37
   298.0000    -4.95  -4.90  -4.90  -4.88  -4.89  -4.95  -3.59  -4.24  -4.97  -4.77  -4.55  -4.39  -4.36  -9.07  -7.46  -9.25  -7.12  -7.82
   310.0000    -4.93  -4.82  -4.84  -4.84  -4.85  -4.93  -3.51  -4.18  -4.93  -4.74  -4.52  -4.37  -4.34  -9.04  -7.44  -9.22  -6.97  -7.72
   285.0000    -4.98  -5.00  -4.98  -4.92  -4.92  -4.98  -3.68  -4.30  -5.00  -4.80  -4.58  -4.42  -4.38  -9.11  -7.49  -9.29  -7.28  -7.93
    14.0000    -6.44  -8.55  -7.97  -6.80  -6.64  -6.43  -7.06  -6.91  -6.82  -6.42  -6.07  -5.78  -5.66 -10.82  -8.98 -11.15 -11.83 -11.75
    69.0000    -5.74  -6.98  -6.63  -5.93  -5.83  -5.74  -5.56  -5.71  -5.97  -5.66  -5.36  -5.13  -5.05 -10.01  -8.27 -10.27  -9.87 -10.05
   515.0000    -4.56  -3.90  -4.13  -4.29  -4.38  -4.56  -2.66  -3.50  -4.42  -4.30  -4.15  -4.02  -4.01  -8.59  -7.06  -8.71  -4.99  -6.66
    80.0000    -5.63  -6.77  -6.45  -5.79  -5.71  -5.63  -5.36  -5.55  -5.84  -5.54  -5.25  -5.03  -4.95  -9.89  -8.16 -10.14  -9.61  -9.83
   253.0000    -5.14  -5.30  -5.23  -5.11  -5.10  -5.14  -3.96  -4.54  -5.19  -4.97  -4.74  -4.57  -4.53  -9.28  -7.65  -9.48  -7.71  -8.26
