30400	.000
30800	.020
31200	.100
31600	.430
32000	.340
32400	.570
32800	.690
33200	.470
33600	.570
34000	.690
34400	.800
34800	.970
35200  1.000
35600	.950
36000	.950
36400	.950
36800	.980
37200	.740
37600	.220
38000	.050
38400	.000
