10400	.000
10600	.020
10800	.110
11000	.420
11200	.320
11400	.470
11600	.630
11800	.730
12000	.770
12200	.810
12400	.830
12600	.880
12800	.940
13000	.910
13200	.790
13400	.680
13600	.040
13800	.110
14000	.070
14200	.030
14400	.000
