11985 0
11985 1.38831e-05
11990 1.74016e-05
11995 1.15788e-06
12000 -9.22617e-06
12005 -4.61292e-06
12010 -1.15217e-05
12015 -2.64969e-05
12020 -1.38373e-05
12025 -4.61226e-06
12030 -4.6121e-06
12035 -1.15806e-06
12040 -4.61177e-06
12045 2.29566e-06
12050 -5.76936e-06
12055 -5.74884e-06
12060 1.95413e-05
12065 9.20154e-06
12070 8.04344e-06
12075 4.6106e-06
12080 -4.61043e-06
12085 3.45262e-06
12090 5.7474e-06
12095 1.49264e-05
12100 -3.45223e-06
12105 1.15749e-06
12110 4.58922e-06
12115 -2.29457e-06
12120 2.29452e-06
12125 -1.03352e-05
12130 2.29441e-06
12135 1.15732e-06
12140 1.72173e-05
12145 8.03996e-06
12150 6.90282e-06
12155 1.7216e-05
12160 1.15718e-06
12165 1.26272e-05
12170 2.29396e-06
12175 -1.1571e-06
12180 -9.19567e-06
12185 9.19542e-06
12190 1.03522e-05
12195 4.58734e-06
12200 1.13666e-06
12205 9.19386e-06
12210 2.29318e-06
12215 1.15662e-06
12220 -3.44923e-06
12225 2.31278e-06
12230 2.1807e-05
12235 -6.12853e-11
12240 -8.35243e-09
12245 -1.60818e-05
12250 -3.44721e-06
12255 2.29118e-06
12260 4.60216e-06
12265 1.03387e-05
12270 -1.13511e-06
12275 1.03367e-05
12280 -4.60038e-06
12285 -2.28984e-06
12290 6.88909e-06
12295 1.60865e-05
12300 1.03519e-05
12305 -6.90781e-06
12310 6.90766e-06
12315 9.19647e-06
12320 -4.59813e-06
12325 9.21632e-06
12340 -3.11873e-09
12345 1.15445e-06
12350 1.03696e-05
12355 5.14375e-09
12360 1.26576e-05
12365 -5.75145e-06
12370 2.30861e-06
12375 8.07997e-06
12380 8.07976e-06
12385 3.46266e-06
12390 9.23356e-06
12395 -2.30832e-06
12400 2.30826e-06
12405 2.53896e-05
12410 4.61606e-06
12415 -1.50217e-05
12420 -2.476e-10
12425 1.15383e-06
12430 4.61509e-06
12435 -4.80126e-09
12440 9.67221e-09
12445 2.31528e-05
12450 3.46058e-06
12455 -1.74032e-05
12460 -3.24369e-05
12465 -1.03396e-05
12470 1.25444e-06
12475 3.50012e-06
12480 2.31846e-05
12485 -1.1531e-06
12490 9.28499e-06
12495 1.62428e-05
12500 6.95796e-06
12505 1.5088e-05
12510 -1.04557e-05
12515 2.32557e-06
12520 3.49824e-06
12525 1.04738e-05
12530 1.86009e-05
12535 1.15236e-06
12540 -2.21158e-05
12545 1.28158e-05
